system:index,latitude,longitude,offset,slope,.geo
5793_0,75.41522998510945,-57.24770167907625,-0.011755190277355297,0.0034188055354730145,"{""type"":""MultiPoint"",""coordinates"":[]}"
5795_0,76.22065946885101,-67.36695386009742,-0.014434733044710674,2.907441567767948E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5808_0,66.41869224618085,-49.895709730785256,0.2786886369898323,0.0016843670879075666,"{""type"":""MultiPoint"",""coordinates"":[]}"
5816_0,78.63640893090523,-70.48994694533894,0.1799079448526294,-0.0015683199361951649,"{""type"":""MultiPoint"",""coordinates"":[]}"
5826_0,60.835483092321205,-43.63804546160867,-0.07027122758879566,0.001121680827486897,"{""type"":""MultiPoint"",""coordinates"":[]}"
5829_0,78.92719358837472,-66.66833406363767,0.07837806460555855,4.759885315399584E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5832_0,64.6197260582031,-51.64895167080133,0.29088859552903107,0.0072633787704768716,"{""type"":""MultiPoint"",""coordinates"":[]}"
5842_0,64.58235614238373,-51.44889685702791,0.44704646830986394,7.267809106914874E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5845_0,70.19637751048867,-49.836331090504956,-0.03820561161505005,0.0067988048560412165,"{""type"":""MultiPoint"",""coordinates"":[]}"
5858_0,81.12501176250154,-60.4942131158842,0.00524170137904157,0.0034556723900208432,"{""type"":""MultiPoint"",""coordinates"":[]}"
